          Origin time           Lat      Lon     Dp  Mag
2003 (240) 08 28 13 58 26.9   -5.040   103.513   33  5.0 2003240135826
2003 (243) 08 31 12 43 16.7   13.860   119.751   55  5.3 2003243124316
2003 (250) 09 07 11 16 59.6   -5.635   102.119   33  5.4 2003250111659
2003 (254) 09 11 21 58 25.5   -8.205   156.159   10  5.5 2003254215825
2003 (259) 09 16 11 24 52.2   56.062   111.255   10  5.2 2003259112452
2003 (260) 09 17 01 27 18.9   -4.436   102.844   68  5.1 2003260012718
2003 (261) 09 18 13 18 16.5   -4.820   103.254   84  5.1 2003261131816
2003 (268) 09 25 19 50 06.3   41.815   143.910   27  6.9 2003268195006
2003 (268) 09 25 20 57 13.3   41.730   143.637   33  5.7 2003268205713
2003 (268) 09 25 21 08 00.0   41.774   143.593   33  6.4 2003268210800
2003 (269) 09 26 20 38 22.1   41.988   144.576   33  5.8 2003269203822
2003 (270) 09 27 11 33 25.0   50.038    87.813   16  6.5 2003270113325
2003 (270) 09 27 11 58 06.6   49.935    88.030   10  5.3 2003270115806
2003 (270) 09 27 13 16 43.3   50.069    87.942   10  5.4 2003270131643
2003 (270) 09 27 13 38 37.1   49.988    87.843   10  5.1 2003270133837
2003 (270) 09 27 15 31 21.9   50.067    87.832   10  5.0 2003270153121
2003 (270) 09 27 18 52 46.9   50.091    87.765   10  6.1 2003270185246
2003 (270) 09 27 20 30 23.9   50.017    87.855   10  5.3 2003270203023
2003 (272) 09 29 02 36 53.1   42.450   144.380   25  6.1 2003272023653
2003 (274) 10 01 01 03 25.2   50.211    87.721   10  6.3 2003274010325
2003 (274) 10 01 05 44 04.2   50.099    87.633   10  5.0 2003274054404
2003 (281) 10 08 09 06 55.3   42.648   144.570   32  6.0 2003281090655
2003 (282) 10 09 22 19 13.8   13.755   119.939   33  5.7 2003282221913
2003 (284) 10 11 00 08 49.1   41.924   144.358   33  5.9 2003284000849
2003 (284) 10 11 01 11 31.1   43.973   148.206   51  6.2 2003284011131
2003 (286) 10 13 05 26 37.7   50.256    87.701   10  5.3 2003286052637
2003 (290) 10 17 10 19 06.8   -5.471   154.155  133  6.2 2003290101906
2003 (290) 10 17 17 19 53.6   -5.077   102.458   35  5.6 2003290171953
2003 (291) 10 18 22 27 13.2    0.444   126.103   33  6.1 2003291222713
2003 (295) 10 22 11 45 30.8   -6.058   147.727   53  6.2 2003295114530
2003 (297) 10 24 01 26 57.9   -3.471   145.395   33  5.4 2003297012657
2003 (300) 10 27 13 28 50.4   -6.098   103.772   33  5.2 2003300132850
2003 (300) 10 27 13 29 27.1   -6.184   103.737   33  5.2 2003300132927
2003 (301) 10 28 02 33 51.5   -5.376   151.509   65  5.8 2003301023351
2003 (301) 10 28 21 48 21.0   43.844   147.750   65  6.1 2003301214821
2003 (302) 10 29 05 56 50.8   15.973   119.424   33  5.1 2003302055650
2003 (304) 10 31 01 06 28.2   37.812   142.619   10  6.1 2003304010628
2003 (308) 11 04 18 45 41.3   -4.074   102.631   78  5.3 2003308184541
2003 (313) 11 09 19 23 28.6    1.562   127.358  133  5.8 2003313192328
2003 (315) 11 11 18 48 23.7   22.321   143.246  101  5.9 2003315184823
2003 (316) 11 12 00 29 45.3    1.593   126.480   33  5.7 2003316002945
2003 (316) 11 12 08 26 43.7   33.171   137.072  384  6.1 2003316082643
2003 (318) 11 14 07 33 06.2   -3.605   102.035   33  5.1 2003318073306
2003 (321) 11 17 06 43 06.7   51.146   178.650   33  6.2 2003321064306
2003 (322) 11 18 17 14 22.6   12.025   125.416   35  6.1 2003322171422
2003 (324) 11 20 12 24 32.6  -10.024   111.028   10  5.1 2003324122432
2003 (325) 11 21 00 52 54.1    1.236   126.411   10  5.5 2003325005254
2003 (328) 11 24 23 53 57.3   -7.560   106.203   33  5.2 2003328235357
2003 (329) 11 25 20 19 46.2   -5.581   150.880   35  6.1 2003329201946
2003 (337) 12 03 14 11 14.0   42.360   144.732   33  5.5 2003337141114
2003 (339) 12 05 21 26 09.4   55.538   165.780   10  6.1 2003339212609
2003 (343) 12 09 12 44 01.6   51.334  -179.272   33  5.9 2003343124401
2003 (344) 12 10 04 38 11.5   23.039   121.362   10  6.0 2003344043811
2003 (345) 12 11 16 28 17.3   31.953    49.209   33  5.0 2003345162817
2003 (353) 12 19 13 03 43.6   -5.559   102.810   33  5.1 2003353130343
2003 (358) 12 24 11 33 04.3   -5.801   102.028   10  5.4 2003358113304
2003 (363) 12 29 01 30 54.7   42.423   144.613   33  5.7 2003363013054
2004 (009) 01 09 22 35 31.1   -6.072   149.401   57  5.4 2004009223531
2004 (011) 01 11 04 32 47.7  -36.696    53.352    5  6.1 2004011043247
2004 (015) 01 15 07 26 53.0   -3.528   151.064   10  5.7 2004015072653
2004 (024) 01 24 16 40 31.9   50.199    87.304   10  5.0 2004024164031
2004 (028) 01 28 22 15 30.6   -3.120   127.400   17  6.0 2004028221530
2004 (029) 01 29 09 48 42.7    6.292   126.943  209  5.7 2004029094842
2004 (036) 02 05 21 05 02.8   -3.615   135.538   16  6.1 2004036210502
2004 (037) 02 06 21 07 36.5   -7.881   103.996   40  5.0 2004037210736
2004 (038) 02 07 02 42 35.2   -4.002   135.023   10  6.2 2004038024235
2004 (039) 02 08 08 58 51.7   -3.665   135.339   25  5.7 2004039085851
2004 (055) 02 24 02 27 46.2   35.142    -3.997    0  6.2 2004055022746
2004 (057) 02 26 20 32 21.8  -18.171    66.419   10  5.4 2004057203221
2004 (057) 02 26 22 52 19.0   -6.163   102.326   28  5.2 2004057225219
2004 (077) 03 17 05 21 00.8   34.589    23.326   24  5.9 2004077052100
2004 (083) 03 23 04 29 49.6   -5.798   104.531   78  5.1 2004083042949
2004 (085) 03 25 19 30 49.0   39.930    40.812   10  5.0 2004085193049
2004 (085) 03 25 22 15 45.5   -6.650   105.436   74  5.0 2004085221545
2004 (088) 03 28 03 51 10.0   39.847    40.874    5  5.3 2004088035110
2004 (093) 04 02 21 43 49.5   -6.016   104.077   42  5.2 2004093214349
2004 (102) 04 11 07 37 29.8   -3.729   140.081   20  5.4 2004102073729
2004 (102) 04 11 18 06 12.4   42.918   144.836   41  5.7 2004102180612
2004 (104) 04 13 13 22 00.1   -4.741   103.107   58  5.2 2004104132200
2004 (105) 04 14 01 54 09.2   55.226   162.659   51  6.0 2004105015409
2004 (107) 04 16 18 32 24.0   -8.669   114.650   95  5.5 2004107183224
2004 (107) 04 16 21 57 05.4   -5.214   102.718   44  5.6 2004107215705
2004 (108) 04 17 15 58 24.6   -7.352   128.373  128  6.1 2004108155824
2004 (108) 04 17 19 00 55.1   -6.390   129.977  157  5.7 2004108190055
2004 (113) 04 22 14 16 07.0   -3.355   146.853   35  5.6 2004113141607
2004 (114) 04 23 01 50 30.2   -9.362   122.839   65  6.5 2004114015030
2004 (127) 05 06 10 15 54.9   -6.796   105.618   74  5.0 2004127101554
2004 (130) 05 09 22 25 31.1   -6.944   106.178   78  5.3 2004130222531
2004 (134) 05 13 09 58 43.4   -3.584   150.730   10  5.8 2004134095843
2004 (137) 05 16 11 01 14.5    7.630   126.166   11  5.7 2004137110114
2004 (140) 05 19 07 04 11.7   22.662   121.505   20  5.8 2004140070411
2004 (148) 05 27 10 10 36.2    6.591   126.411   62  5.5 2004148101036
2004 (149) 05 28 12 38 44.4   36.290    51.610   17  6.2 2004149123844
2004 (150) 05 29 20 56 09.5   34.251   141.406   16  5.6 2004150205609
2004 (154) 06 02 04 38 47.8   -6.157   103.908   42  5.4 2004154043847
2004 (158) 06 06 09 38 07.2   -6.040   113.109  579  5.6 2004158093807
2004 (161) 06 09 22 52 08.8  -51.603   139.615   10  5.8 2004161225208
2004 (162) 06 10 15 19 57.7   55.682   160.003  188  6.1 2004162151957
2004 (177) 06 25 02 35 07.7   -6.711   130.375   70  6.0 2004177023507
2004 (178) 06 26 08 34 42.0   -5.788   102.041   32  5.0 2004178083442
2004 (182) 06 30 23 37 25.4    0.797   124.726   90  6.0 2004182233725
2004 (190) 07 08 10 30 49.1   47.198   151.303  128  5.9 2004190103049
2004 (192) 07 10 00 20 57.0   -8.784    94.812   10  5.3 2004192002057
2004 (204) 07 22 09 45 14.9   26.489   128.894   20  6.1 2004204094514
2004 (207) 07 25 14 35 19.0   -2.427   103.981  582  6.8 2004207143519
2004 (210) 07 28 03 56 28.6   -0.443   133.091   13  6.0 2004210035628
2004 (211) 07 29 22 21 41.8   -4.093   143.036   56  5.7 2004211222141
2004 (215) 08 02 02 36 54.9   -5.471   102.623   40  5.5 2004215023654
2004 (219) 08 06 19 12 12.9   -4.337   102.850   91  5.1 2004219191212
2004 (223) 08 10 06 13 33.2   39.633   141.956   69  5.7 2004223061333
2004 (224) 08 11 15 48 26.8   38.377    39.261    7  5.3 2004224154826
2004 (249) 09 05 10 07 07.8   33.070   136.618   14  6.7 2004249100707
2004 (249) 09 05 14 57 18.6   33.184   137.071   10  6.2 2004249145718
2004 (250) 09 06 16 01 18.0   -4.039   102.242   82  5.2 2004250160118
2004 (250) 09 06 23 29 35.0   33.205   137.227   10  6.4 2004250232935
2004 (252) 09 08 14 58 25.8   33.140   137.200   21  6.2 2004252145825
2004 (259) 09 15 19 10 50.6   14.220   120.411  115  6.0 2004259191050
2004 (260) 09 16 19 56 37.8   -3.247   101.900   83  5.1 2004260195637
2004 (263) 09 19 20 26 04.0   52.205   174.027   25  5.6 2004263202604
2004 (263) 09 19 23 24 19.9  -17.714    64.732   10  5.3 2004263232419
2004 (272) 09 28 15 29 53.8  -52.515    28.016   10  5.9 2004272152953
2004 (278) 10 04 19 20 34.9   14.546   146.993    7  5.9 2004278192034
2004 (279) 10 05 21 14 34.4   -7.438   106.202   50  5.1 2004279211434
2004 (280) 10 06 22 30 56.9   -0.670   134.426   10  5.7 2004280223056
2004 (281) 10 07 01 05 12.8   36.429    26.796  128  5.7 2004281010512
2004 (282) 10 08 08 27 53.5  -10.951   162.161   36  6.1 2004282082753
2004 (282) 10 08 14 36 06.1   13.925   120.534  105  6.3 2004282143606
2004 (283) 10 09 08 17 07.3   -4.885   103.100   61  5.2 2004283081707
2004 (284) 10 10 06 52 39.7   -6.689   130.435   69  5.7 2004284065239
2004 (287) 10 13 20 35 41.0   -6.066   130.528   89  5.9 2004287203541
2004 (289) 10 15 04 08 50.2   24.530   122.694   94  6.4 2004289040850
2004 (290) 10 16 10 04 37.6   33.450    45.938   39  5.3 2004290100437
2004 (296) 10 22 12 00 12.4   14.166    40.296   10  5.4 2004296120012
2004 (297) 10 23 08 56 00.8   37.226   138.779   16  6.4 2004297085600
2004 (297) 10 23 08 59 37.3   37.268   138.866   10  5.7 2004297085937
2004 (297) 10 23 09 03 12.5   37.318   138.816   10  6.1 2004297090312
2004 (297) 10 23 09 11 57.4   37.239   138.608   18  5.8 2004297091157
2004 (297) 10 23 09 34 04.9   37.318   138.808   10  6.0 2004297093404
2004 (297) 10 23 10 45 57.0   37.305   138.655   10  5.7 2004297104557
2004 (298) 10 24 14 56 56.1   -4.894   101.915   32  5.1 2004298145656
2004 (301) 10 27 20 34 36.8   45.787    26.622   95  5.8 2004301203436
2004 (302) 10 28 08 21 52.8   -4.881   103.258   48  5.0 2004302082152
2004 (308) 11 03 08 31 43.7   14.474   146.842   10  5.6 2004308083143
2004 (309) 11 04 14 03 11.6   43.620   146.812   61  5.8 2004309140311
2004 (310) 11 05 05 18 35.0   -4.361   143.925  125  5.7 2004310051835
2004 (313) 11 08 15 55 01.1   24.104   122.542   29  5.9 2004313155501
2004 (314) 11 09 23 58 23.6  -11.150   163.706   13  6.6 2004314235823
2004 (316) 11 11 02 16 45.2   24.410   122.226   49  5.7 2004316021645
2004 (316) 11 11 10 02 47.3   42.139   144.344   32  5.9 2004316100247
2004 (316) 11 11 17 34 52.0  -11.128   162.208   10  5.8 2004316173452
2004 (316) 11 11 21 26 41.1   -8.152   124.868   10  6.5 2004316212641
2004 (316) 11 11 22 49 48.1   -8.255   124.930   10  6.1 2004316224948
2004 (331) 11 26 02 25 03.3   -3.609   135.404   10  6.2 2004331022503
2004 (333) 11 28 07 36 45.3   -3.638   135.445   23  6.0 2004333073645
2004 (333) 11 28 18 32 14.1   43.006   145.119   39  6.4 2004333183214
2004 (333) 11 28 18 36 41.8   42.984   145.083   39  5.8 2004333183641
2004 (341) 12 06 14 15 11.8   42.900   145.228   35  6.5 2004341141511
2004 (353) 12 18 06 46 19.8   48.837   156.309   11  5.5 2004353064619
2004 (353) 12 18 08 50 06.1   48.772   156.174   10  5.6 2004353085006
2004 (361) 12 26 20 14 50.1   -3.362   101.550   52  5.0 2004361201450
2004 (361) 12 26 20 50 34.7    6.318   126.920  127  5.6 2004361205034
2005 (014) 01 14 08 33 14.4   -4.238   152.717   10  5.5 2005014083314
2005 (015) 01 15 13 47 05.1   -6.462   105.236   58  5.5 2005015134705
2005 (016) 01 16 20 17 52.7   10.934   140.842   24  6.3 2005016201752
2005 (017) 01 17 10 50 32.5   10.986   140.682   12  5.9 2005017105032
2005 (018) 01 18 14 09 06.2   42.946   144.866   42  6.3 2005018140906
2005 (019) 01 19 06 11 36.3   34.064   141.491   27  5.8 2005019061136
2005 (020) 01 20 16 47 01.8    3.739   126.814   10  5.6 2005020164701
2005 (021) 01 21 12 45 31.5   34.021   141.553   10  5.3 2005021124531
2005 (021) 01 21 17 54 34.9    5.186   125.245  175  5.6 2005021175434
2005 (022) 01 22 20 30 17.3   -7.727   159.475   29  6.2 2005022203017
2005 (023) 01 23 03 32 27.0  -13.882    66.191   10  4.9 2005023033227
2005 (023) 01 23 20 10 12.1   -1.198   119.933   11  5.8 2005023201012
2005 (025) 01 25 16 44 16.1   37.622    43.703   41  5.3 2005025164416
2005 (034) 02 03 04 27 52.7  -20.223    67.452   10  5.1 2005034042752
2005 (036) 02 05 03 34 25.7   16.011   145.867  142  6.3 2005036033425
2005 (036) 02 05 12 23 18.9    5.293   123.337  525  6.4 2005036122318
2005 (038) 02 07 20 02 17.6   -4.525   153.187   36  5.7 2005038200217
2005 (040) 02 09 18 46 09.9   26.088   143.997   24  6.2 2005040184609
2005 (042) 02 11 07 43 55.6   16.165   119.736   62  5.0 2005042074355
2005 (046) 02 15 14 42 25.8    4.756   126.421   39  6.1 2005046144225
2005 (050) 02 19 00 04 43.5   -5.562   122.129   10  6.3 2005050000443
2005 (053) 02 22 03 20 07.3   12.582   123.177   17  5.6 2005053032007
2005 (057) 02 26 12 37 40.6   40.731   142.376   68  5.8 2005057123740
2005 (061) 03 02 10 42 12.2   -6.527   129.933  201  7.0 2005061104212
2005 (061) 03 02 21 54 16.0   -5.615   101.535   28  5.1 2005061215416
2005 (063) 03 04 19 05 19.8    2.670   126.407   59  6.1 2005063190519
2005 (063) 03 04 21 45 51.0   -5.613   101.501   25  5.1 2005063214551
2005 (064) 03 05 19 06 51.4   24.637   121.935    3  5.7 2005064190651
2005 (065) 03 06 01 39 06.8  -11.062   163.207   10  5.5 2005065013906
2005 (065) 03 06 04 39 59.4  -11.045   163.045   10  5.6 2005065043959
2005 (065) 03 06 05 21 43.4   84.948    99.391   10  6.1 2005065052143
2005 (071) 03 12 07 36 12.1   39.440    40.978   11  5.4 2005071073612
2005 (073) 03 14 01 55 55.6   39.354    40.890    5  5.5 2005073015555
2005 (075) 03 16 16 23 02.4   -5.637   102.752   30  5.2 2005075162302
2005 (079) 03 20 01 53 41.8   33.807   130.131   10  5.9 2005079015341
2005 (082) 03 23 21 44 53.0   39.431    40.925   10  5.3 2005082214453
2005 (085) 03 26 15 40 34.5   -4.894   129.938   10  5.8 2005085154034
2005 (092) 04 02 12 52 36.5   78.607     6.098   10  5.5 2005092125236
2005 (096) 04 06 11 20 09.0   -3.984   102.415   67  5.7 2005096112009
2005 (097) 04 07 19 43 14.9    2.966   126.480   59  5.6 2005097194314
2005 (098) 04 08 06 09 49.3   15.480   119.287   31  5.3 2005098060949
2005 (101) 04 11 00 56 06.5   -6.226   103.785   33  5.1 2005101005606
2005 (101) 04 11 12 20 05.9   -3.484   145.909   11  5.9 2005101122005
2005 (112) 04 22 07 41 26.1    4.895   126.094   88  5.5 2005112074126
2005 (130) 05 10 01 09 05.0   -6.226   103.139   17  5.9 2005130010905
2005 (136) 05 16 23 12 02.3   -8.315   117.512   41  5.5 2005136231202
2005 (149) 05 29 04 55 17.6   -4.732   103.171   22  5.3 2005149045517
2005 (155) 06 04 14 50 46.6   -6.319   146.846   26  5.9 2005155145046
2005 (157) 06 06 07 41 28.6   39.220    41.080   10  5.0 2005157074128
2005 (165) 06 14 17 10 12.2   51.239   179.314   17  6.1 2005165171012
2005 (166) 06 15 10 13 59.3   -4.595   153.191   74  5.7 2005166101359
2005 (173) 06 22 20 08 23.8   -7.847   107.463   38  5.1 2005173200823
2005 (177) 06 26 08 23 03.8    1.769   125.825   91  6.0 2005177082303
2005 (185) 07 04 11 36 05.6  -42.283    42.370   10  5.7 2005185113605
2005 (190) 07 09 23 37 11.1   33.422   140.825   55  5.8 2005190233711
2005 (190) 07 09 23 59 17.0   -1.174   119.963   32  5.6 2005190235917
2005 (197) 07 16 15 48 25.4   -6.705   105.867   55  5.0 2005197154825
2005 (201) 07 20 18 06 57.4   43.045   109.260   17  5.1 2005201180657
2005 (204) 07 23 07 34 56.7   35.498   139.982   61  6.1 2005204073456
2005 (207) 07 26 12 16 08.9   42.541   104.144   16  5.2 2005207121608
2005 (215) 08 03 10 41 18.2    3.008   128.149   69  5.7 2005215104118
2005 (219) 08 07 02 17 46.0  -47.090    33.620   10  5.7 2005219021746
2005 (220) 08 08 08 33 56.7   -3.795   140.156   10  5.5 2005220083356
2005 (228) 08 16 02 46 28.3   38.276   142.039   36  6.5 2005228024628
2005 (236) 08 24 10 14 47.5   38.480   143.154   10  5.7 2005236101447
2005 (242) 08 30 18 10 45.4   38.481   143.175   21  5.8 2005242181045
2005 (246) 09 03 16 56 08.3   -3.796   102.699  103  5.0 2005246165608
2005 (247) 09 04 23 58 34.8    3.004   123.073  443  5.8 2005247235834
2005 (249) 09 06 01 16 02.3   24.084   122.191   32  5.8 2005249011602
2005 (252) 09 09 07 26 43.7   -4.539   153.474   90  6.3 2005252072643
2005 (263) 09 20 21 23 37.5   12.707    40.526   10  5.2 2005263212337
2005 (264) 09 21 02 25 08.1   43.892   146.145  103  6.0 2005264022508
2005 (267) 09 24 04 40 24.7   -5.845   105.498   57  5.0 2005267044024
2005 (267) 09 24 07 36 08.4   12.617    40.535   10  5.0 2005267073608
2005 (267) 09 24 19 24 02.6   12.471    40.634   11  5.1 2005267192402
2005 (268) 09 25 21 25 39.7   -5.947   103.881   50  5.2 2005268212539
2005 (271) 09 28 16 31 35.7   12.443    40.634   10  5.1 2005271163135
2005 (272) 09 29 15 50 24.0   -5.437   151.840   25  5.9 2005272155024
2005 (272) 09 29 18 23 25.9   -5.563   151.865   28  5.8 2005272182325
2005 (273) 09 30 23 15 19.6   -5.668   151.683   25  5.5 2005273231519
2005 (283) 10 10 10 55 48.4   -6.881   105.459   30  5.2 2005283105548
2005 (285) 10 12 22 18 17.1   21.318   120.174   24  5.0 2005285221817
2005 (286) 10 13 23 31 56.9   21.333   120.302   35  5.2 2005286233156
2005 (288) 10 15 10 06 17.0   46.816   154.113   42  6.0 2005288100617
2005 (288) 10 15 15 51 08.1   25.309   123.351  192  6.2 2005288155108
2005 (290) 10 17 09 46 53.8   38.200    26.500   10  5.4 2005290094653
2005 (292) 10 19 11 44 42.7   36.405   140.839   32  6.2 2005292114442
2005 (293) 10 20 21 40 04.0   38.152    26.751   10  5.5 2005293214004
2005 (296) 10 23 08 42 01.1   17.078   119.994   59  5.0 2005296084201
2005 (296) 10 23 10 08 14.7   37.377   134.556  380  5.7 2005296100814
2005 (298) 10 25 19 40 43.0   -7.154   145.976  175  5.8 2005298194043
2005 (302) 10 29 04 05 56.0  -45.214    96.898    8  6.1 2005302040556
2005 (309) 11 05 10 48 21.2   -3.149   148.143   25  5.7 2005309104821
2005 (314) 11 10 19 29 54.1   57.470   120.586    6  5.9 2005314192954
2005 (317) 11 13 10 24 58.3   -3.100   128.944   20  5.8 2005317102458
2005 (318) 11 14 21 38 51.4   38.107   144.896   11  6.7 2005318213851
2005 (319) 11 15 23 01 10.0   22.040   144.799   20  5.4 2005319230110
2005 (325) 11 21 15 36 30.9   31.019   129.996  145  5.9 2005325153630
2005 (326) 11 22 09 57 08.6  -14.900    66.705   10  5.4 2005326095708
2005 (326) 11 22 15 11 31.5   -5.154   145.284   68  6.0 2005326151131
2005 (332) 11 28 16 41 28.1   20.290   146.055   11  6.0 2005332164128
2005 (334) 11 30 16 53 42.4    6.270   124.029   13  5.8 2005334165342
2005 (336) 12 02 13 13 09.5   38.089   142.122   29  6.1 2005336131309
2005 (337) 12 03 16 10 42.3   29.337   130.259   47  6.0 2005337161042
2005 (337) 12 03 20 38 11.8   12.190   141.008   10  5.5 2005337203811
2005 (339) 12 05 12 19 56.6   -6.224    29.830   22  6.4 2005339121956
2005 (342) 12 08 09 01 27.1   -5.408   146.953  216  6.0 2005342090127
2005 (345) 12 11 14 20 43.7   -6.568   152.195   10  6.2 2005345142043
2005 (354) 12 20 05 51 12.5   12.232   140.995   22  5.8 2005354055112
2005 (355) 12 21 07 09 05.1   -0.066   124.672   25  6.3 2005355070905
2005 (359) 12 25 03 16 40.8   -4.494   102.904   44  5.0 2005359031640
2005 (360) 12 26 23 15 50.0   32.099    49.200   18  5.1 2005360231550
2006 (003) 01 03 12 27 57.6   13.841   145.287   78  5.9 2006003122757
2006 (008) 01 08 11 34 55.6   36.311    23.212   66  6.5 2006008113455
2006 (015) 01 15 11 58 29.1   -7.826   122.597  264  6.0 2006015115829
2006 (026) 01 26 23 58 01.7   -4.777   102.821   54  5.3 2006026235801
2006 (027) 01 27 16 58 53.6   -5.473   128.131  397  7.0 2006027165853
2006 (037) 02 06 03 04 03.7   -6.050   150.013   34  5.0 2006037030403
2006 (040) 02 09 00 05 08.3   -7.694   121.646  365  5.5 2006040000508
2006 (044) 02 13 10 46 05.0   -6.346   104.801   31  5.1 2006044104605
